id,copetin,golosinas,facturas,preelaborados,FC_bebidas_con_azucar,cant_NR
80841555,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,3
80841619,1 vez al dia,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez al dia,4
80843543,1 vez al dia,1 vez por semana,1 vez al dia,1 vez por semana,Entre 2 y 3 veces al dia,5
80845746,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,1 vez al dia,Entre 1 y 3 veces al mes,5 a 6 veces por semana,5
80852211,2 a 4 veces por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
80858992,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,4
80861895,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
80861932,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
80872821,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,3
80874396,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
80876555,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,3
80876556,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2
80880697,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,5
80897753,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,3
80901204,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
80901205,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
80901206,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,2
80906961,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,3
80908585,5 a 6 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,4
80910890,1 vez por semana,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,1 vez al dia,5
80916055,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,6 veces o m?Ã­s por d?Â¡a,4
80921961,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,2
80930577,1 vez por semana,2 a 4 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5
80930580,Entre 1 y 3 veces al mes,1 vez por semana,1 vez al dia,Entre 1 y 3 veces al mes,1 vez al dia,5
80935569,1 vez al dia,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez al dia,5
80938330,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
80940169,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,2
80944172,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana,4
80949065,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia,3
80949197,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,2
80949200,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
80979973,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia,Entre 1 y 3 veces al mes,2 a 4 veces por semana,4
80980672,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,1 vez por semana,Entre 1 y 3 veces al mes,5
80983795,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana,1 vez por semana,2 a 4 veces por semana,5
80988680,1 vez por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,4
80990426,2 a 4 veces por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
80991001,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia,4
80991797,Entre 1 y 3 veces al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,4
80993512,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,3
80993514,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,2
80996752,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
81002696,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81006127,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81016672,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81016673,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia,5
81016674,2 a 4 veces por semana,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Entre 4 y 5 veces al dia,5
81021883,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1
81022044,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,4
81022045,1 vez por semana,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,4
81024647,1 vez por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,3
81027644,1 vez al dia,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
81028826,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,1 vez por semana,Entre 4 y 5 veces al dia,4
81033951,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,2
81037349,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,3
81038619,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
81038620,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81040227,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,3
81049379,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,5
81080223,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
81087777,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81088610,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81097914,Nunca o menos de 1 vez al mes,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,3
81101532,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,4
81106661,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,4
81107009,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,3
81108221,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
81122815,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81133241,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81134074,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,3
81134241,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia,3
81134243,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,3
81136131,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5
81136843,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
81142877,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia,1 vez por semana,Entre 2 y 3 veces al dia,4
81144386,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,3
81146447,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81164923,Entre 1 y 3 veces al mes,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,4
81167624,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,2
81169463,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81188279,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81204246,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
81205324,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81211873,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81219774,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81225436,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81225573,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
81225624,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81229546,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,3
81241782,Entre 1 y 3 veces al mes,1 vez al dia,Entre 2 y 3 veces al dia,1 vez al dia,Entre 2 y 3 veces al dia,5
81241783,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia,4
81241784,Entre 1 y 3 veces al mes,1 vez al dia,1 vez al dia,2 a 4 veces por semana,2 a 4 veces por semana,5
81246977,2 a 4 veces por semana,5 a 6 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81268388,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81268389,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81271580,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81282101,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,3
81282102,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,2
81290029,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5
81311184,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,5 a 6 veces por semana,2
81313170,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,3
81315834,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,3
81317816,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 4 y 5 veces al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,4
81341027,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81341030,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81360999,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,3
81371529,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,3
81383087,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,4
81383088,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,2
81383207,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,5
81383208,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5
81395138,1 vez por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81406897,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81407991,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,4
81443826,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81450217,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,3
81451831,5 a 6 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,4
81455967,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
81470960,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,5
81481149,Entre 1 y 3 veces al mes,1 vez por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez por semana,4
81484447,1 vez por semana,1 vez por semana,1 vez por semana,1 vez por semana,1 vez al dia,5
81489801,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,4
81490626,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 1 y 3 veces al mes,1 vez al dia,3
81490627,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez por semana,3
81492910,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,6 veces o m?Ã­s por d?Â¡a,3
81495622,2 a 4 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez al dia,5
81496726,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,4
81497615,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81497616,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,3
81500621,5 a 6 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,4
81504589,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,3
81504590,1 vez por semana,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81505149,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,4
81506095,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,2
81507247,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia,3
81510705,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,0
81511035,Entre 1 y 3 veces al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,3
81511036,Nunca o menos de 1 vez al mes,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,3
81511060,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81511068,2 a 4 veces por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81529252,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81531923,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,3
81531929,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,4
81533759,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia,3
81533761,5 a 6 veces por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana,4
81533764,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81542775,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81546418,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,4
81547495,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,4
81558709,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81558710,Entre 1 y 3 veces al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81566060,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,4
81567309,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2
81570538,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,3
81574180,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,3
81578017,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,2
81581092,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,4
